step;loss;val_acc;test_acc;timestamp
0;17.321632385253906;0.06640625;0.01220703125;2024-06-06 01:16:19.995162
1;17.281288146972656;0.08203125;0.01220703125;2024-06-06 01:16:21.545671
2;17.205074310302734;0.08984375;0.0126953125;2024-06-06 01:16:23.088987
3;17.013883590698242;0.078125;0.0146484375;2024-06-06 01:16:24.504125
4;17.008981704711914;0.0703125;0.01318359375;2024-06-06 01:16:25.898251
5;16.90522003173828;0.09375;0.01611328125;2024-06-06 01:16:27.308886
6;16.761695861816406;0.078125;0.01416015625;2024-06-06 01:16:28.712774
7;16.759138107299805;0.08203125;0.0244140625;2024-06-06 01:16:30.088383
8;16.612611770629883;0.09765625;0.02490234375;2024-06-06 01:16:31.484237
9;16.552913665771484;0.06640625;0.01806640625;2024-06-06 01:16:33.047612
10;16.524860382080078;0.1171875;0.01953125;2024-06-06 01:16:34.452044
11;16.471284866333008;0.10546875;0.02001953125;2024-06-06 01:16:35.852498
12;16.43688201904297;0.078125;0.0283203125;2024-06-06 01:16:37.253578
13;16.339323043823242;0.12109375;0.0244140625;2024-06-06 01:16:38.656212
14;16.34262466430664;0.09765625;0.0263671875;2024-06-06 01:16:40.062497
15;16.226865768432617;0.11328125;0.02685546875;2024-06-06 01:16:41.593320
16;16.212261199951172;0.12890625;0.0283203125;2024-06-06 01:16:42.987597
17;16.196369171142578;0.11328125;0.029296875;2024-06-06 01:16:44.428187
18;16.07238006591797;0.125;0.0322265625;2024-06-06 01:16:45.823091
19;15.994961738586426;0.1328125;0.0322265625;2024-06-06 01:16:47.224247
20;15.96187686920166;0.12890625;0.037109375;2024-06-06 01:16:48.634917
21;15.96558952331543;0.13671875;0.03271484375;2024-06-06 01:16:50.031697
22;15.74057388305664;0.13671875;0.03466796875;2024-06-06 01:16:51.679958
23;15.78481674194336;0.1328125;0.03857421875;2024-06-06 01:16:53.083513
24;15.786457061767578;0.125;0.03466796875;2024-06-06 01:16:54.479408
25;15.681687355041504;0.14453125;0.04150390625;2024-06-06 01:16:55.875520
26;15.605501174926758;0.125;0.04150390625;2024-06-06 01:16:57.283792
27;15.465614318847656;0.109375;0.03466796875;2024-06-06 01:16:58.673775
28;15.390726089477539;0.125;0.04052734375;2024-06-06 01:17:00.198645
29;15.475634574890137;0.14453125;0.04443359375;2024-06-06 01:17:01.588307
30;15.34961986541748;0.171875;0.04931640625;2024-06-06 01:17:02.976374
31;15.337492942810059;0.1953125;0.04833984375;2024-06-06 01:17:04.387327
32;15.31826114654541;0.1640625;0.05517578125;2024-06-06 01:17:05.888179
33;15.22787094116211;0.16796875;0.05810546875;2024-06-06 01:17:07.273745
34;15.20163345336914;0.1953125;0.05126953125;2024-06-06 01:17:08.788104
35;15.203202247619629;0.15234375;0.0546875;2024-06-06 01:17:10.181454
36;15.256102561950684;0.171875;0.05712890625;2024-06-06 01:17:11.581413
37;15.13131046295166;0.1640625;0.048828125;2024-06-06 01:17:12.978469
38;15.009504318237305;0.17578125;0.041015625;2024-06-06 01:17:14.372688
39;15.195572853088379;0.16015625;0.0439453125;2024-06-06 01:17:15.768512
40;15.091472625732422;0.19921875;0.044921875;2024-06-06 01:17:17.297314
41;14.949100494384766;0.20703125;0.04638671875;2024-06-06 01:17:18.803039
42;14.903059005737305;0.1875;0.046875;2024-06-06 01:17:20.213362
43;15.02883529663086;0.14453125;0.0439453125;2024-06-06 01:17:21.615363
44;14.767911911010742;0.17578125;0.05859375;2024-06-06 01:17:23.019734
45;14.803603172302246;0.1875;0.04248046875;2024-06-06 01:17:24.405466
46;14.908629417419434;0.18359375;0.04736328125;2024-06-06 01:17:25.804344
47;14.791084289550781;0.19921875;0.056640625;2024-06-06 01:17:27.335602
48;14.82681941986084;0.171875;0.05224609375;2024-06-06 01:17:28.721833
49;14.765338897705078;0.203125;0.05126953125;2024-06-06 01:17:30.114750
50;14.730972290039062;0.2265625;0.05078125;2024-06-06 01:17:31.509144
51;14.824188232421875;0.234375;0.04931640625;2024-06-06 01:17:32.923189
52;14.623684883117676;0.26171875;0.0458984375;2024-06-06 01:17:34.329725
53;14.828779220581055;0.25;0.0517578125;2024-06-06 01:17:35.971452
54;14.727313995361328;0.30859375;0.05419921875;2024-06-06 01:17:37.351026
55;14.697271347045898;0.3203125;0.05859375;2024-06-06 01:17:38.765898
56;14.60987377166748;0.2734375;0.06201171875;2024-06-06 01:17:40.170101
57;14.473115921020508;0.3125;0.0595703125;2024-06-06 01:17:41.558154
58;14.573996543884277;0.3046875;0.0595703125;2024-06-06 01:17:42.959282
59;14.63029670715332;0.35546875;0.06103515625;2024-06-06 01:17:44.490556
60;14.61937141418457;0.375;0.0595703125;2024-06-06 01:17:45.946544
61;14.5099515914917;0.31640625;0.05859375;2024-06-06 01:17:47.347583
62;14.463175773620605;0.30859375;0.06298828125;2024-06-06 01:17:48.741631
63;14.43832778930664;0.33984375;0.0595703125;2024-06-06 01:17:50.127606
64;14.441107749938965;0.33203125;0.06005859375;2024-06-06 01:17:51.518235
65;14.580989837646484;0.36328125;0.0673828125;2024-06-06 01:17:52.911873
66;14.31643295288086;0.359375;0.07470703125;2024-06-06 01:17:54.414523
67;14.345019340515137;0.33203125;0.0693359375;2024-06-06 01:17:55.852325
68;14.273102760314941;0.32421875;0.068359375;2024-06-06 01:17:57.288415
69;14.243459701538086;0.38671875;0.06884765625;2024-06-06 01:17:58.676986
70;14.374274253845215;0.40234375;0.07177734375;2024-06-06 01:18:00.089604
71;14.299505233764648;0.34765625;0.07421875;2024-06-06 01:18:01.598715
72;14.294825553894043;0.34375;0.07763671875;2024-06-06 01:18:02.987255
73;14.265586853027344;0.37890625;0.072265625;2024-06-06 01:18:04.493717
74;14.257553100585938;0.4140625;0.06982421875;2024-06-06 01:18:05.903564
75;14.260871887207031;0.421875;0.06689453125;2024-06-06 01:18:07.320891
76;14.134135246276855;0.43359375;0.05859375;2024-06-06 01:18:08.726685
77;14.224739074707031;0.41015625;0.060546875;2024-06-06 01:18:10.148659
78;14.090340614318848;0.34765625;0.06884765625;2024-06-06 01:18:11.604171
79;14.134427070617676;0.40625;0.05859375;2024-06-06 01:18:13.214912
80;14.051794052124023;0.39453125;0.0673828125;2024-06-06 01:18:14.671195
81;14.078498840332031;0.44921875;0.0625;2024-06-06 01:18:16.075617
82;13.993667602539062;0.4609375;0.05126953125;2024-06-06 01:18:17.484172
83;14.07998275756836;0.43359375;0.056640625;2024-06-06 01:18:18.886100
84;14.08996295928955;0.44140625;0.06591796875;2024-06-06 01:18:20.296801
85;13.976165771484375;0.4453125;0.06103515625;2024-06-06 01:18:21.830375
86;13.999564170837402;0.41015625;0.07470703125;2024-06-06 01:18:23.229946
87;13.985989570617676;0.37890625;0.07763671875;2024-06-06 01:18:24.642315
88;13.969283103942871;0.4453125;0.07958984375;2024-06-06 01:18:26.059362
89;13.983476638793945;0.43359375;0.08203125;2024-06-06 01:18:27.473612
90;14.033702850341797;0.45703125;0.07373046875;2024-06-06 01:18:28.867754
91;13.84334945678711;0.3984375;0.07421875;2024-06-06 01:18:30.267942
92;13.902576446533203;0.42578125;0.08203125;2024-06-06 01:18:31.669534
93;13.885475158691406;0.41796875;0.08984375;2024-06-06 01:18:33.071258
94;13.87283706665039;0.4375;0.08984375;2024-06-06 01:18:34.470838
95;13.716493606567383;0.4765625;0.0966796875;2024-06-06 01:18:35.872835
96;13.943414688110352;0.46875;0.076171875;2024-06-06 01:18:37.297512
97;13.779012680053711;0.453125;0.0849609375;2024-06-06 01:18:38.723099
98;13.760507583618164;0.4765625;0.0703125;2024-06-06 01:18:40.271425
