Início: 2024-06-04 18:08:16.734400
Spec:
{'i': ('hint', 'node', 'mask_one'),
 'j': ('hint', 'node', 'mask_one'),
 'key': ('input', 'node', 'scalar'),
 'p': ('hint', 'node', 'mask_one'),
 'pos': ('input', 'node', 'scalar'),
 'pred': ('output', 'node', 'pointer'),
 'pred_h': ('hint', 'node', 'pointer'),
 'r': ('hint', 'node', 'mask_one')}
Previous model restored
step;loss;val_acc;test_acc;timestamp
5001;53.01698684692383;0.203125;0.0673828125;2024-06-04 18:10:55.860494
5002;52.11127471923828;0.25390625;0.1298828125;2024-06-04 18:10:57.307945
5003;33.262168884277344;0.48046875;0.158203125;2024-06-04 18:10:58.890006
5004;18.026147842407227;0.5703125;0.16259765625;2024-06-04 18:11:00.338942
5005;14.70864200592041;0.48046875;0.12646484375;2024-06-04 18:11:01.800475
5006;14.288213729858398;0.5078125;0.13671875;2024-06-04 18:11:03.274843
5007;14.614433288574219;0.45703125;0.115234375;2024-06-04 18:11:04.736212
5008;14.639294624328613;0.421875;0.107421875;2024-06-04 18:11:06.180409
5009;15.003617286682129;0.359375;0.09716796875;2024-06-04 18:11:07.748759
5010;15.11244010925293;0.359375;0.11328125;2024-06-04 18:11:09.191202
5011;14.381636619567871;0.42578125;0.12060546875;2024-06-04 18:11:10.654245
5012;14.93218994140625;0.453125;0.1279296875;2024-06-04 18:11:12.107863
5013;14.71884822845459;0.4140625;0.12939453125;2024-06-04 18:11:13.547215
5014;14.511938095092773;0.43359375;0.1279296875;2024-06-04 18:11:14.979582
5015;14.143223762512207;0.43359375;0.13134765625;2024-06-04 18:11:16.560062
5016;13.947504997253418;0.46875;0.13818359375;2024-06-04 18:11:17.999446
5017;14.253788948059082;0.453125;0.1279296875;2024-06-04 18:11:19.431787
5018;13.653412818908691;0.5703125;0.16552734375;2024-06-04 18:11:20.881853
5019;13.613249778747559;0.55859375;0.1728515625;2024-06-04 18:11:22.313570
5020;13.707812309265137;0.5703125;0.15185546875;2024-06-04 18:11:23.756700
5021;13.872831344604492;0.54296875;0.1240234375;2024-06-04 18:11:25.202927
5022;13.820377349853516;0.546875;0.1083984375;2024-06-04 18:11:26.756356
5023;13.74334716796875;0.46484375;0.10791015625;2024-06-04 18:11:28.198670
5024;13.774168014526367;0.5625;0.099609375;2024-06-04 18:11:29.641531
5025;13.713578224182129;0.515625;0.1376953125;2024-06-04 18:11:31.075225
5026;13.439225196838379;0.640625;0.16162109375;2024-06-04 18:11:32.527469
5027;13.516847610473633;0.5859375;0.1611328125;2024-06-04 18:11:34.053792
5028;13.664202690124512;0.4921875;0.16357421875;2024-06-04 18:11:35.541081
5029;13.375930786132812;0.59765625;0.16552734375;2024-06-04 18:11:36.978835
5030;13.387310981750488;0.56640625;0.14697265625;2024-06-04 18:11:38.418925
5031;13.427003860473633;0.5625;0.1328125;2024-06-04 18:11:39.871837
5032;13.351717948913574;0.578125;0.134765625;2024-06-04 18:11:41.349969
5033;13.429008483886719;0.59375;0.1572265625;2024-06-04 18:11:42.821631
5034;13.104872703552246;0.58984375;0.17236328125;2024-06-04 18:11:44.295457
5035;13.139348983764648;0.5703125;0.1787109375;2024-06-04 18:11:45.821105
5036;13.126689910888672;0.6328125;0.19140625;2024-06-04 18:11:47.279848
5037;13.15639591217041;0.60546875;0.1826171875;2024-06-04 18:11:48.748166
5038;13.371517181396484;0.5390625;0.14599609375;2024-06-04 18:11:50.210456
5039;13.24416732788086;0.5390625;0.13037109375;2024-06-04 18:11:51.663615
5040;13.045127868652344;0.59375;0.11474609375;2024-06-04 18:11:53.242485
5041;13.078702926635742;0.55859375;0.14697265625;2024-06-04 18:11:54.698101
5042;13.086688995361328;0.61328125;0.18310546875;2024-06-04 18:11:56.142745
5043;13.073291778564453;0.59375;0.1962890625;2024-06-04 18:11:57.601352
5044;13.207550048828125;0.5703125;0.19482421875;2024-06-04 18:11:59.062130
5045;12.903575897216797;0.6328125;0.1796875;2024-06-04 18:12:00.491193
5046;12.847373962402344;0.63671875;0.15185546875;2024-06-04 18:12:02.064320
5047;12.992347717285156;0.59375;0.15576171875;2024-06-04 18:12:03.509323
5048;12.901123046875;0.625;0.1396484375;2024-06-04 18:12:04.949635
5049;13.071770668029785;0.65234375;0.1611328125;2024-06-04 18:12:06.378564
5050;12.787928581237793;0.65234375;0.17626953125;2024-06-04 18:12:07.830586
5051;12.712953567504883;0.6484375;0.22119140625;2024-06-04 18:12:09.271624
5052;12.931807518005371;0.64453125;0.220703125;2024-06-04 18:12:10.844494
5053;12.869632720947266;0.671875;0.2080078125;2024-06-04 18:12:12.277700
5054;12.900070190429688;0.67578125;0.16650390625;2024-06-04 18:12:13.747626
5055;13.1681489944458;0.58203125;0.13232421875;2024-06-04 18:12:15.243820
5056;12.735572814941406;0.62109375;0.12255859375;2024-06-04 18:12:16.731326
5057;13.01905632019043;0.62890625;0.13916015625;2024-06-04 18:12:18.223459
5058;13.014703750610352;0.59765625;0.15771484375;2024-06-04 18:12:19.848811
5059;12.95412540435791;0.5859375;0.19482421875;2024-06-04 18:12:21.325390
5060;12.80410385131836;0.65234375;0.2060546875;2024-06-04 18:12:22.762482
5061;13.160212516784668;0.58203125;0.18896484375;2024-06-04 18:12:24.209685
5062;12.773048400878906;0.63671875;0.171875;2024-06-04 18:12:25.657024
5063;12.811075210571289;0.65234375;0.14892578125;2024-06-04 18:12:27.104532
5064;12.786993026733398;0.6015625;0.15087890625;2024-06-04 18:12:28.680598
5065;12.843923568725586;0.625;0.17431640625;2024-06-04 18:12:30.138238
5066;12.830687522888184;0.66015625;0.18701171875;2024-06-04 18:12:31.576377
5067;13.109171867370605;0.6171875;0.2021484375;2024-06-04 18:12:33.023800
5068;12.90676212310791;0.64453125;0.19287109375;2024-06-04 18:12:34.471210
5069;12.851385116577148;0.66015625;0.21630859375;2024-06-04 18:12:35.916859
5070;12.618589401245117;0.67578125;0.1923828125;2024-06-04 18:12:37.494279
5071;13.031597137451172;0.625;0.205078125;2024-06-04 18:12:38.928402
5072;12.94532299041748;0.59375;0.16796875;2024-06-04 18:12:40.356743
5073;12.708902359008789;0.6875;0.1728515625;2024-06-04 18:12:41.790018
5074;12.799078941345215;0.66015625;0.1845703125;2024-06-04 18:12:43.381360
5075;12.57730484008789;0.6796875;0.23583984375;2024-06-04 18:12:44.855950
5076;12.835780143737793;0.6640625;0.240234375;2024-06-04 18:12:46.457926
5077;12.797452926635742;0.625;0.19482421875;2024-06-04 18:12:47.889755
5078;12.641554832458496;0.65625;0.1640625;2024-06-04 18:12:49.339297
5079;12.917122840881348;0.59375;0.1416015625;2024-06-04 18:12:50.802013
5080;12.737663269042969;0.6640625;0.16259765625;2024-06-04 18:12:52.275289
5081;12.696344375610352;0.62109375;0.19287109375;2024-06-04 18:12:53.726253
5082;12.707036972045898;0.66015625;0.23388671875;2024-06-04 18:12:55.163934
5083;12.738134384155273;0.66796875;0.23095703125;2024-06-04 18:12:56.730874
5084;12.722094535827637;0.6484375;0.216796875;2024-06-04 18:12:58.170553
5085;12.500873565673828;0.69921875;0.1904296875;2024-06-04 18:12:59.625029
5086;12.783979415893555;0.65234375;0.17333984375;2024-06-04 18:13:01.065027
5087;12.779751777648926;0.65625;0.18408203125;2024-06-04 18:13:02.495123
5088;12.776018142700195;0.67578125;0.18798828125;2024-06-04 18:13:03.926501
5089;12.635334968566895;0.68359375;0.19921875;2024-06-04 18:13:05.374311
5090;12.527772903442383;0.671875;0.20458984375;2024-06-04 18:13:06.823858
5091;12.749131202697754;0.6875;0.21044921875;2024-06-04 18:13:08.293944
5092;12.441896438598633;0.671875;0.23095703125;2024-06-04 18:13:09.753828
5093;12.842894554138184;0.64453125;0.2021484375;2024-06-04 18:13:11.209438
5094;12.514634132385254;0.6953125;0.21044921875;2024-06-04 18:13:12.643317
5095;12.537473678588867;0.6640625;0.18701171875;2024-06-04 18:13:14.188472
5096;12.824357032775879;0.62890625;0.17919921875;2024-06-04 18:13:15.622348
5097;12.663106918334961;0.69921875;0.1962890625;2024-06-04 18:13:17.053279
5098;12.308257102966309;0.734375;0.22509765625;2024-06-04 18:13:18.485192
5099;12.757705688476562;0.67578125;0.22314453125;2024-06-04 18:13:19.954642
5100;12.70186710357666;0.70703125;0.1923828125;2024-06-04 18:13:21.402454
5101;12.566607475280762;0.69140625;0.1953125;2024-06-04 18:13:22.997157
5102;12.452817916870117;0.703125;0.18994140625;2024-06-04 18:13:24.431339
5103;12.696897506713867;0.69140625;0.19580078125;2024-06-04 18:13:25.863224
5104;12.513945579528809;0.703125;0.19970703125;2024-06-04 18:13:27.294161
5105;12.507067680358887;0.69140625;0.2216796875;2024-06-04 18:13:28.728223
5106;12.661293029785156;0.68359375;0.20068359375;2024-06-04 18:13:30.161015
5107;12.638298988342285;0.68359375;0.19921875;2024-06-04 18:13:31.837888
5108;12.622457504272461;0.671875;0.20458984375;2024-06-04 18:13:33.304008
5109;12.643400192260742;0.6171875;0.21484375;2024-06-04 18:13:34.776104
5110;12.672350883483887;0.66796875;0.23193359375;2024-06-04 18:13:36.245446
5111;12.537372589111328;0.69140625;0.2421875;2024-06-04 18:13:37.703583
5112;12.6816987991333;0.67578125;0.21435546875;2024-06-04 18:13:39.144478
5113;12.662997245788574;0.703125;0.21142578125;2024-06-04 18:13:40.737237
5114;12.477417945861816;0.73046875;0.2021484375;2024-06-04 18:13:42.206356
5115;12.637271881103516;0.65625;0.216796875;2024-06-04 18:13:43.665114
5116;12.793008804321289;0.625;0.20556640625;2024-06-04 18:13:45.107333
5117;12.67386245727539;0.6953125;0.20703125;2024-06-04 18:13:46.548458
5118;12.556869506835938;0.69921875;0.19873046875;2024-06-04 18:13:47.992297
5119;12.499466896057129;0.67578125;0.20263671875;2024-06-04 18:13:49.561729
5120;12.378509521484375;0.73828125;0.1982421875;2024-06-04 18:13:50.993092
5121;12.658263206481934;0.65234375;0.18701171875;2024-06-04 18:13:52.469441
5122;12.638250350952148;0.68359375;0.21533203125;2024-06-04 18:13:53.931980
5123;12.593809127807617;0.62890625;0.21533203125;2024-06-04 18:13:55.415479
5124;12.530255317687988;0.6796875;0.21826171875;2024-06-04 18:13:56.904435
5125;12.653898239135742;0.6640625;0.232421875;2024-06-04 18:13:58.509165
5126;12.628571510314941;0.7109375;0.2373046875;2024-06-04 18:13:59.995313
5127;12.492648124694824;0.7265625;0.2119140625;2024-06-04 18:14:01.483447
5128;12.461033821105957;0.72265625;0.208984375;2024-06-04 18:14:02.973878
5129;12.62869930267334;0.6953125;0.20654296875;2024-06-04 18:14:04.425762
5130;12.713151931762695;0.671875;0.21728515625;2024-06-04 18:14:05.893855
5131;12.554388999938965;0.69921875;0.21630859375;2024-06-04 18:14:07.497908
5132;12.314075469970703;0.6953125;0.21337890625;2024-06-04 18:14:08.966212
5133;12.778944969177246;0.71484375;0.2216796875;2024-06-04 18:14:10.413945
5134;12.66613483428955;0.68359375;0.20849609375;2024-06-04 18:14:11.858416
5135;12.46242618560791;0.71875;0.21142578125;2024-06-04 18:14:13.297402
5136;12.516786575317383;0.66796875;0.20458984375;2024-06-04 18:14:14.761729
5137;12.476236343383789;0.671875;0.21875;2024-06-04 18:14:16.243652
5138;12.621965408325195;0.66796875;0.23583984375;2024-06-04 18:14:17.793216
5139;12.297723770141602;0.7421875;0.2373046875;2024-06-04 18:14:19.228816
5140;12.40488052368164;0.7109375;0.22216796875;2024-06-04 18:14:20.675728
5141;12.497979164123535;0.70703125;0.2109375;2024-06-04 18:14:22.112287
5142;12.595182418823242;0.62890625;0.20458984375;2024-06-04 18:14:23.550269
5143;12.37690544128418;0.7421875;0.185546875;2024-06-04 18:14:24.989065
5144;12.271865844726562;0.69921875;0.21484375;2024-06-04 18:14:26.419474
5145;12.684380531311035;0.69140625;0.22705078125;2024-06-04 18:14:27.858139
5146;12.546717643737793;0.66796875;0.2236328125;2024-06-04 18:14:29.296358
5147;12.743112564086914;0.63671875;0.22216796875;2024-06-04 18:14:30.734438
5148;12.580753326416016;0.69921875;0.2255859375;2024-06-04 18:14:32.168116
5149;12.55578327178955;0.68359375;0.224609375;2024-06-04 18:14:33.605560
5150;12.685317993164062;0.671875;0.22705078125;2024-06-04 18:14:35.038180
5151;12.485992431640625;0.65625;0.23486328125;2024-06-04 18:14:36.483206
5152;12.359036445617676;0.68359375;0.23388671875;2024-06-04 18:14:37.929450
5153;12.475650787353516;0.6640625;0.23193359375;2024-06-04 18:14:39.363670
5154;12.495888710021973;0.66796875;0.2109375;2024-06-04 18:14:40.808152
5155;12.342679023742676;0.71875;0.212890625;2024-06-04 18:14:42.254751
5156;12.536739349365234;0.70703125;0.205078125;2024-06-04 18:14:43.810017
5157;12.450828552246094;0.71875;0.2197265625;2024-06-04 18:14:45.259339
5158;12.340401649475098;0.71875;0.21435546875;2024-06-04 18:14:46.723553
5159;12.334768295288086;0.7265625;0.234375;2024-06-04 18:14:48.191084
5160;12.313766479492188;0.734375;0.22802734375;2024-06-04 18:14:49.650700
5161;12.388286590576172;0.73046875;0.22265625;2024-06-04 18:14:51.117086
5162;12.364147186279297;0.71484375;0.21044921875;2024-06-04 18:14:52.715558
5163;12.35518741607666;0.68359375;0.1923828125;2024-06-04 18:14:54.186895
5164;12.503582000732422;0.6640625;0.18408203125;2024-06-04 18:14:55.646935
5165;12.432806015014648;0.65234375;0.20458984375;2024-06-04 18:14:57.093318
5166;12.250977516174316;0.70703125;0.22509765625;2024-06-04 18:14:58.540866
5167;12.377395629882812;0.6875;0.24267578125;2024-06-04 18:14:59.990734
5168;12.366159439086914;0.71875;0.24169921875;2024-06-04 18:15:01.576019
5169;12.308891296386719;0.66796875;0.234375;2024-06-04 18:15:03.024469
5170;12.340889930725098;0.72265625;0.25244140625;2024-06-04 18:15:04.463612
5171;12.08890438079834;0.71875;0.232421875;2024-06-04 18:15:05.919778
5172;12.494969367980957;0.6953125;0.2109375;2024-06-04 18:15:07.357817
5173;12.258482933044434;0.72265625;0.20751953125;2024-06-04 18:15:08.796376
5174;12.314750671386719;0.73046875;0.19921875;2024-06-04 18:15:10.386303
5175;12.360838890075684;0.6953125;0.21044921875;2024-06-04 18:15:11.832299
5176;12.329732894897461;0.71484375;0.23486328125;2024-06-04 18:15:13.281134
5177;12.367317199707031;0.69140625;0.240234375;2024-06-04 18:15:14.727575
5178;12.380159378051758;0.73046875;0.228515625;2024-06-04 18:15:16.171999
5179;12.240891456604004;0.70703125;0.234375;2024-06-04 18:15:17.613702
5180;12.314342498779297;0.703125;0.21923828125;2024-06-04 18:15:19.189289
5181;12.432310104370117;0.68359375;0.19189453125;2024-06-04 18:15:20.645519
5182;12.417291641235352;0.671875;0.20166015625;2024-06-04 18:15:22.136824
5183;12.130096435546875;0.75390625;0.22607421875;2024-06-04 18:15:23.597641
5184;12.264490127563477;0.73828125;0.23681640625;2024-06-04 18:15:25.120473
5185;12.356539726257324;0.7265625;0.24853515625;2024-06-04 18:15:26.588347
5186;12.416833877563477;0.69921875;0.24462890625;2024-06-04 18:15:28.206262
5187;12.221863746643066;0.73046875;0.21875;2024-06-04 18:15:29.690332
5188;12.499321937561035;0.66796875;0.2255859375;2024-06-04 18:15:31.144229
5189;12.22350788116455;0.71875;0.24365234375;2024-06-04 18:15:32.600488
5190;12.421699523925781;0.6640625;0.2763671875;2024-06-04 18:15:34.049760
5191;12.337777137756348;0.73046875;0.27685546875;2024-06-04 18:15:35.519244
5192;12.258343696594238;0.7265625;0.2529296875;2024-06-04 18:15:37.155453
5193;12.189546585083008;0.765625;0.228515625;2024-06-04 18:15:38.608063
5194;12.49545669555664;0.69140625;0.22412109375;2024-06-04 18:15:40.083612
5195;12.387340545654297;0.74609375;0.2451171875;2024-06-04 18:15:41.558905
5196;12.387263298034668;0.6796875;0.244140625;2024-06-04 18:15:43.069836
5197;12.343830108642578;0.671875;0.24365234375;2024-06-04 18:15:44.594489
5198;12.448066711425781;0.67578125;0.25244140625;2024-06-04 18:15:46.067572
5199;12.227235794067383;0.7265625;0.24462890625;2024-06-04 18:15:47.706479
5200;12.388153076171875;0.67578125;0.22705078125;2024-06-04 18:15:49.181757
5201;12.508927345275879;0.703125;0.21240234375;2024-06-04 18:15:50.659457
5202;12.385913848876953;0.67578125;0.23388671875;2024-06-04 18:15:52.163886
5203;12.416125297546387;0.67578125;0.2412109375;2024-06-04 18:15:53.651135
5204;12.450801849365234;0.69921875;0.26318359375;2024-06-04 18:15:55.272392
5205;12.145635604858398;0.78125;0.25830078125;2024-06-04 18:15:56.754881
5206;12.153915405273438;0.7421875;0.24853515625;2024-06-04 18:15:58.246433
5207;12.300278663635254;0.73828125;0.22119140625;2024-06-04 18:15:59.706711
5208;12.275601387023926;0.7421875;0.232421875;2024-06-04 18:16:01.143462
5209;12.359587669372559;0.72265625;0.2255859375;2024-06-04 18:16:02.579753
5210;12.38309097290039;0.6640625;0.22900390625;2024-06-04 18:16:04.157873
5211;12.172719955444336;0.73046875;0.25146484375;2024-06-04 18:16:05.601986
5212;12.34251880645752;0.671875;0.2314453125;2024-06-04 18:16:07.048108
5213;12.293122291564941;0.68359375;0.22900390625;2024-06-04 18:16:08.484068
5214;12.213296890258789;0.74609375;0.21533203125;2024-06-04 18:16:09.955038
